"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"Greece (GR)","05.01.2017 02:00 - 05.01.2017 03:00 (CET)","n/e","1959","n/e","1458","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","616"
"Greece (GR)","05.01.2017 03:00 - 05.01.2017 04:00 (CET)","n/e","1916","n/e","1432","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","658"
"Greece (GR)","05.01.2017 04:00 - 05.01.2017 05:00 (CET)","n/e","1911","n/e","1375","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","712"
"Greece (GR)","05.01.2017 05:00 - 05.01.2017 06:00 (CET)","n/e","2021","n/e","1717","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","718"
"Greece (GR)","05.01.2017 06:00 - 05.01.2017 07:00 (CET)","n/e","2258","n/e","2486","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7","n/e","n/e","703"
"Greece (GR)","05.01.2017 07:00 - 05.01.2017 08:00 (CET)","n/e","2475","n/e","3154","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","190","n/e","n/e","686"
"Greece (GR)","05.01.2017 08:00 - 05.01.2017 09:00 (CET)","n/e","2586","n/e","3291","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","488","n/e","n/e","705"
"Greece (GR)","05.01.2017 09:00 - 05.01.2017 10:00 (CET)","n/e","2459","n/e","3377","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","781","n/e","n/e","800"
"Greece (GR)","05.01.2017 10:00 - 05.01.2017 11:00 (CET)","n/e","2436","n/e","3358","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","966","n/e","n/e","853"
"Greece (GR)","05.01.2017 11:00 - 05.01.2017 12:00 (CET)","n/e","2482","n/e","3348","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1024","n/e","n/e","889"
"Greece (GR)","05.01.2017 12:00 - 05.01.2017 13:00 (CET)","n/e","2484","n/e","3331","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","922","n/e","n/e","924"
"Greece (GR)","05.01.2017 13:00 - 05.01.2017 14:00 (CET)","n/e","2494","n/e","3334","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","697","n/e","n/e","894"
"Greece (GR)","05.01.2017 14:00 - 05.01.2017 15:00 (CET)","n/e","2447","n/e","3439","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","420","n/e","n/e","916"
"Greece (GR)","05.01.2017 15:00 - 05.01.2017 16:00 (CET)","n/e","2461","n/e","3323","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","160","n/e","n/e","965"
"Greece (GR)","05.01.2017 16:00 - 05.01.2017 17:00 (CET)","n/e","2486","n/e","3379","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6","n/e","n/e","1012"
"Greece (GR)","05.01.2017 17:00 - 05.01.2017 18:00 (CET)","n/e","2472","n/e","3485","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","996"
"Greece (GR)","05.01.2017 18:00 - 05.01.2017 19:00 (CET)","n/e","2457","n/e","3434","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","1025"
"Greece (GR)","05.01.2017 19:00 - 05.01.2017 20:00 (CET)","n/e","2484","n/e","3409","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","1103"
"Greece (GR)","05.01.2017 20:00 - 05.01.2017 21:00 (CET)","n/e","2452","n/e","3169","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","1126"
"Greece (GR)","05.01.2017 21:00 - 05.01.2017 22:00 (CET)","n/e","2412","n/e","2666","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","1128"
"Greece (GR)","05.01.2017 22:00 - 05.01.2017 23:00 (CET)","n/e","2185","n/e","2216","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","1179"
"Greece (GR)","05.01.2017 23:00 - 06.01.2017 00:00 (CET)","n/e","2082","n/e","1618","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","1144"
"Greece (GR)","06.01.2017 00:00 - 06.01.2017 01:00 (CET)","n/e","1967","n/e","1244","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","1083"
"Greece (GR)","06.01.2017 01:00 - 06.01.2017 02:00 (CET)","n/e","1861","n/e","1503","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","996"
"Greece (GR)","06.01.2017 02:00 - 06.01.2017 03:00 (CET)","n/e","1862","n/e","1501","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","907"
"Greece (GR)","06.01.2017 03:00 - 06.01.2017 04:00 (CET)","n/e","1907","n/e","1422","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","839"
"Greece (GR)","06.01.2017 04:00 - 06.01.2017 05:00 (CET)","n/e","1939","n/e","1364","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","724"
"Greece (GR)","06.01.2017 05:00 - 06.01.2017 06:00 (CET)","n/e","1965","n/e","1506","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","576"
"Greece (GR)","06.01.2017 06:00 - 06.01.2017 07:00 (CET)","n/e","2195","n/e","1773","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6","n/e","n/e","534"
"Greece (GR)","06.01.2017 07:00 - 06.01.2017 08:00 (CET)","n/e","2373","n/e","2310","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","173","n/e","n/e","454"
"Greece (GR)","06.01.2017 08:00 - 06.01.2017 09:00 (CET)","n/e","2445","n/e","2613","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","452","n/e","n/e","474"
"Greece (GR)","06.01.2017 09:00 - 06.01.2017 10:00 (CET)","n/e","2484","n/e","2791","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","733","n/e","n/e","420"
"Greece (GR)","06.01.2017 10:00 - 06.01.2017 11:00 (CET)","n/e","2540","n/e","2925","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","920","n/e","n/e","351"
"Greece (GR)","06.01.2017 11:00 - 06.01.2017 12:00 (CET)","n/e","2569","n/e","2913","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","979","n/e","n/e","322"
"Greece (GR)","06.01.2017 12:00 - 06.01.2017 13:00 (CET)","n/e","2632","n/e","2897","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","907","n/e","n/e","373"
"Greece (GR)","06.01.2017 13:00 - 06.01.2017 14:00 (CET)","n/e","2659","n/e","2928","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","717","n/e","n/e","405"
"Greece (GR)","06.01.2017 14:00 - 06.01.2017 15:00 (CET)","n/e","2557","n/e","2894","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","441","n/e","n/e","457"
"Greece (GR)","06.01.2017 15:00 - 06.01.2017 16:00 (CET)","n/e","2564","n/e","2936","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","166","n/e","n/e","564"
"Greece (GR)","06.01.2017 16:00 - 06.01.2017 17:00 (CET)","n/e","2557","n/e","2988","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6","n/e","n/e","618"
"Greece (GR)","06.01.2017 17:00 - 06.01.2017 18:00 (CET)","n/e","2563","n/e","3127","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","648"
"Greece (GR)","06.01.2017 18:00 - 06.01.2017 19:00 (CET)","n/e","2525","n/e","3215","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","743"
"Greece (GR)","06.01.2017 19:00 - 06.01.2017 20:00 (CET)","n/e","2569","n/e","3041","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","811"
"Greece (GR)","06.01.2017 20:00 - 06.01.2017 21:00 (CET)","n/e","2654","n/e","2935","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","847"
"Greece (GR)","06.01.2017 21:00 - 06.01.2017 22:00 (CET)","n/e","2682","n/e","2582","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","761"
"Greece (GR)","06.01.2017 22:00 - 06.01.2017 23:00 (CET)","n/e","2625","n/e","2311","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","682"
"Greece (GR)","06.01.2017 23:00 - 07.01.2017 00:00 (CET)","n/e","2591","n/e","1721","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","671"
"Greece (GR)","07.01.2017 00:00 - 07.01.2017 01:00 (CET)","n/e","2602","n/e","1265","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","630"
"Greece (GR)","07.01.2017 01:00 - 07.01.2017 02:00 (CET)","n/e","2494","n/e","1339","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","570"
"Greece (GR)","07.01.2017 02:00 - 07.01.2017 03:00 (CET)","n/e","2458","n/e","1286","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","531"
"Greece (GR)","07.01.2017 03:00 - 07.01.2017 04:00 (CET)","n/e","2403","n/e","1184","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","539"
"Greece (GR)","07.01.2017 04:00 - 07.01.2017 05:00 (CET)","n/e","2466","n/e","1367","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","531"
"Greece (GR)","07.01.2017 05:00 - 07.01.2017 06:00 (CET)","n/e","2518","n/e","1468","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","480"
"Greece (GR)","07.01.2017 06:00 - 07.01.2017 07:00 (CET)","n/e","2553","n/e","2021","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6","n/e","n/e","449"
"Greece (GR)","07.01.2017 07:00 - 07.01.2017 08:00 (CET)","n/e","2687","n/e","2697","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","139","n/e","n/e","434"
"Greece (GR)","07.01.2017 08:00 - 07.01.2017 09:00 (CET)","n/e","2739","n/e","3039","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","371","n/e","n/e","385"
"Greece (GR)","07.01.2017 09:00 - 07.01.2017 10:00 (CET)","n/e","2750","n/e","3312","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","606","n/e","n/e","389"
"Greece (GR)","07.01.2017 10:00 - 07.01.2017 11:00 (CET)","n/e","2610","n/e","3441","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","757","n/e","n/e","389"
"Greece (GR)","07.01.2017 11:00 - 07.01.2017 12:00 (CET)","n/e","2553","n/e","3517","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","808","n/e","n/e","356"
"Greece (GR)","07.01.2017 12:00 - 07.01.2017 13:00 (CET)","n/e","2338","n/e","3727","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","771","n/e","n/e","389"
"Greece (GR)","07.01.2017 13:00 - 07.01.2017 14:00 (CET)","n/e","2489","n/e","3674","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","652","n/e","n/e","380"
"Greece (GR)","07.01.2017 14:00 - 07.01.2017 15:00 (CET)","n/e","2657","n/e","3738","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","429","n/e","n/e","398"
"Greece (GR)","07.01.2017 15:00 - 07.01.2017 16:00 (CET)","n/e","2798","n/e","3723","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","173","n/e","n/e","408"
"Greece (GR)","07.01.2017 16:00 - 07.01.2017 17:00 (CET)","n/e","2813","n/e","3722","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8","n/e","n/e","423"
"Greece (GR)","07.01.2017 17:00 - 07.01.2017 18:00 (CET)","n/e","2772","n/e","3737","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","409"
"Greece (GR)","07.01.2017 18:00 - 07.01.2017 19:00 (CET)","n/e","2649","n/e","3743","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","393"
"Greece (GR)","07.01.2017 19:00 - 07.01.2017 20:00 (CET)","n/e","2568","n/e","3673","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","402"
"Greece (GR)","07.01.2017 20:00 - 07.01.2017 21:00 (CET)","n/e","2600","n/e","3611","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","418"
"Greece (GR)","07.01.2017 21:00 - 07.01.2017 22:00 (CET)","n/e","2663","n/e","2878","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","421"
"Greece (GR)","07.01.2017 22:00 - 07.01.2017 23:00 (CET)","n/e","2629","n/e","2805","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","433"
"Greece (GR)","07.01.2017 23:00 - 08.01.2017 00:00 (CET)","n/e","2609","n/e","2225","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","447"
"Greece (GR)","08.01.2017 00:00 - 08.01.2017 01:00 (CET)","n/e","2463","n/e","1901","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","440"
"Greece (GR)","08.01.2017 01:00 - 08.01.2017 02:00 (CET)","n/e","2357","n/e","1919","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","422"
"Greece (GR)","08.01.2017 02:00 - 08.01.2017 03:00 (CET)","n/e","2232","n/e","1825","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","428"
"Greece (GR)","08.01.2017 03:00 - 08.01.2017 04:00 (CET)","n/e","2036","n/e","1914","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","401"
"Greece (GR)","08.01.2017 04:00 - 08.01.2017 05:00 (CET)","n/e","1969","n/e","1791","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","389"
"Greece (GR)","08.01.2017 05:00 - 08.01.2017 06:00 (CET)","n/e","1976","n/e","1885","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","372"
"Greece (GR)","08.01.2017 06:00 - 08.01.2017 07:00 (CET)","n/e","1970","n/e","1925","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9","n/e","n/e","340"
"Greece (GR)","08.01.2017 07:00 - 08.01.2017 08:00 (CET)","n/e","1772","n/e","1991","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","214","n/e","n/e","336"
"Greece (GR)","08.01.2017 08:00 - 08.01.2017 09:00 (CET)","n/e","1847","n/e","2250","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","559","n/e","n/e","310"
"Greece (GR)","08.01.2017 09:00 - 08.01.2017 10:00 (CET)","n/e","1874","n/e","2459","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","902","n/e","n/e","305"
"Greece (GR)","08.01.2017 10:00 - 08.01.2017 11:00 (CET)","n/e","1871","n/e","2739","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1134","n/e","n/e","297"
"Greece (GR)","08.01.2017 11:00 - 08.01.2017 12:00 (CET)","n/e","1878","n/e","3017","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1220","n/e","n/e","259"
"Greece (GR)","08.01.2017 12:00 - 08.01.2017 13:00 (CET)","n/e","1957","n/e","2945","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1168","n/e","n/e","215"
"Greece (GR)","08.01.2017 13:00 - 08.01.2017 14:00 (CET)","n/e","1971","n/e","2925","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","977","n/e","n/e","181"
"Greece (GR)","08.01.2017 14:00 - 08.01.2017 15:00 (CET)","n/e","1967","n/e","3173","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","643","n/e","n/e","149"
"Greece (GR)","08.01.2017 15:00 - 08.01.2017 16:00 (CET)","n/e","1988","n/e","3468","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","265","n/e","n/e","118"
"Greece (GR)","08.01.2017 16:00 - 08.01.2017 17:00 (CET)","n/e","2110","n/e","3556","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","12","n/e","n/e","106"
"Greece (GR)","08.01.2017 17:00 - 08.01.2017 18:00 (CET)","n/e","2128","n/e","3650","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","115"
"Greece (GR)","08.01.2017 18:00 - 08.01.2017 19:00 (CET)","n/e","2172","n/e","3673","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","145"
"Greece (GR)","08.01.2017 19:00 - 08.01.2017 20:00 (CET)","n/e","2175","n/e","3759","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","179"
"Greece (GR)","08.01.2017 20:00 - 08.01.2017 21:00 (CET)","n/e","2193","n/e","3678","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","197"
"Greece (GR)","08.01.2017 21:00 - 08.01.2017 22:00 (CET)","n/e","2167","n/e","3371","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","220"
"Greece (GR)","08.01.2017 22:00 - 08.01.2017 23:00 (CET)","n/e","2180","n/e","2837","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","234"
"Greece (GR)","08.01.2017 23:00 - 09.01.2017 00:00 (CET)","n/e","2246","n/e","2562","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","242"
"Greece (GR)","09.01.2017 00:00 - 09.01.2017 01:00 (CET)","n/e","2281","n/e","2215","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","238"
"Greece (GR)","09.01.2017 01:00 - 09.01.2017 02:00 (CET)","n/e","2295","n/e","2262","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","220"
"Greece (GR)","09.01.2017 02:00 - 09.01.2017 03:00 (CET)","n/e","2304","n/e","2281","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","214"
"Greece (GR)","09.01.2017 03:00 - 09.01.2017 04:00 (CET)","n/e","2300","n/e","2167","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","201"
"Greece (GR)","09.01.2017 04:00 - 09.01.2017 05:00 (CET)","n/e","2303","n/e","2260","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","254"
"Greece (GR)","09.01.2017 05:00 - 09.01.2017 06:00 (CET)","n/e","2326","n/e","2504","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","294"
"Greece (GR)","09.01.2017 06:00 - 09.01.2017 07:00 (CET)","n/e","2335","n/e","2696","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8","n/e","n/e","291"
"Greece (GR)","09.01.2017 07:00 - 09.01.2017 08:00 (CET)","n/e","2316","n/e","3074","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","190","n/e","n/e","303"
"Greece (GR)","09.01.2017 08:00 - 09.01.2017 09:00 (CET)","n/e","2295","n/e","3346","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","495","n/e","n/e","313"
"Greece (GR)","09.01.2017 09:00 - 09.01.2017 10:00 (CET)","n/e","2245","n/e","3579","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","814","n/e","n/e","308"
"Greece (GR)","09.01.2017 10:00 - 09.01.2017 11:00 (CET)","n/e","2241","n/e","3814","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1039","n/e","n/e","292"
"Greece (GR)","09.01.2017 11:00 - 09.01.2017 12:00 (CET)","n/e","2204","n/e","3762","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1116","n/e","n/e","270"
"Greece (GR)","09.01.2017 12:00 - 09.01.2017 13:00 (CET)","n/e","2068","n/e","4054","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1048","n/e","n/e","277"
"Greece (GR)","09.01.2017 13:00 - 09.01.2017 14:00 (CET)","n/e","2151","n/e","4069","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","845","n/e","n/e","293"
"Greece (GR)","09.01.2017 14:00 - 09.01.2017 15:00 (CET)","n/e","2291","n/e","4101","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","537","n/e","n/e","290"
"Greece (GR)","09.01.2017 15:00 - 09.01.2017 16:00 (CET)","n/e","2387","n/e","4115","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","214","n/e","n/e","333"
"Greece (GR)","09.01.2017 16:00 - 09.01.2017 17:00 (CET)","n/e","2586","n/e","4266","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9","n/e","n/e","360"
"Greece (GR)","09.01.2017 17:00 - 09.01.2017 18:00 (CET)","n/e","2693","n/e","4394","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","368"
"Greece (GR)","09.01.2017 18:00 - 09.01.2017 19:00 (CET)","n/e","2648","n/e","4305","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","387"
"Greece (GR)","09.01.2017 19:00 - 09.01.2017 20:00 (CET)","n/e","2522","n/e","4136","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","400"
"Greece (GR)","09.01.2017 20:00 - 09.01.2017 21:00 (CET)","n/e","2460","n/e","4049","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","415"
"Greece (GR)","09.01.2017 21:00 - 09.01.2017 22:00 (CET)","n/e","2449","n/e","3605","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","428"
"Greece (GR)","09.01.2017 22:00 - 09.01.2017 23:00 (CET)","n/e","2460","n/e","2675","n/e","0","n/e","n/e","N/A","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","0","n/e","n/e","453"
