"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"BZN|GR","05.01.2020 05:00 - 05.01.2020 06:00 (CET)","n/e","1119","n/e","997","n/e","0","n/e","n/e","n/e","0","","n/e","88","n/e","n/e","n/e","n/e","0","n/e","n/e","606"
"BZN|GR","05.01.2020 06:00 - 05.01.2020 07:00 (CET)","n/e","1238","n/e","1107","n/e","0","n/e","n/e","n/e","0","","n/e","94","n/e","n/e","n/e","n/e","1","n/e","n/e","626"
"BZN|GR","05.01.2020 07:00 - 05.01.2020 08:00 (CET)","n/e","1162","n/e","1328","n/e","0","n/e","n/e","n/e","0","","n/e","106","n/e","n/e","n/e","n/e","40","n/e","n/e","715"
"BZN|GR","05.01.2020 08:00 - 05.01.2020 09:00 (CET)","n/e","1184","n/e","1685","n/e","0","n/e","n/e","n/e","0","","n/e","133","n/e","n/e","n/e","n/e","133","n/e","n/e","690"
"BZN|GR","05.01.2020 09:00 - 05.01.2020 10:00 (CET)","n/e","1285","n/e","1851","n/e","0","n/e","n/e","n/e","0","","n/e","226","n/e","n/e","n/e","n/e","252","n/e","n/e","770"
"BZN|GR","05.01.2020 10:00 - 05.01.2020 11:00 (CET)","n/e","1337","n/e","2075","n/e","0","n/e","n/e","n/e","0","","n/e","599","n/e","n/e","n/e","n/e","379","n/e","n/e","856"
"BZN|GR","05.01.2020 11:00 - 05.01.2020 12:00 (CET)","n/e","1575","n/e","2102","n/e","0","n/e","n/e","n/e","0","","n/e","556","n/e","n/e","n/e","n/e","407","n/e","n/e","935"
"BZN|GR","05.01.2020 12:00 - 05.01.2020 13:00 (CET)","n/e","1576","n/e","2050","n/e","0","n/e","n/e","n/e","0","","n/e","539","n/e","n/e","n/e","n/e","341","n/e","n/e","943"
"BZN|GR","05.01.2020 13:00 - 05.01.2020 14:00 (CET)","n/e","1462","n/e","1773","n/e","0","n/e","n/e","n/e","0","","n/e","235","n/e","n/e","n/e","n/e","263","n/e","n/e","1026"
"BZN|GR","05.01.2020 14:00 - 05.01.2020 15:00 (CET)","n/e","1253","n/e","1881","n/e","0","n/e","n/e","n/e","0","","n/e","305","n/e","n/e","n/e","n/e","155","n/e","n/e","1262"
"BZN|GR","05.01.2020 15:00 - 05.01.2020 16:00 (CET)","n/e","1143","n/e","2098","n/e","0","n/e","n/e","n/e","0","","n/e","233","n/e","n/e","n/e","n/e","41","n/e","n/e","1369"
"BZN|GR","05.01.2020 16:00 - 05.01.2020 17:00 (CET)","n/e","1146","n/e","1967","n/e","0","n/e","n/e","n/e","0","","n/e","490","n/e","n/e","n/e","n/e","1","n/e","n/e","1471"
"BZN|GR","05.01.2020 17:00 - 05.01.2020 18:00 (CET)","n/e","1136","n/e","2009","n/e","0","n/e","n/e","n/e","83","","n/e","624","n/e","n/e","n/e","n/e","0","n/e","n/e","1521"
"BZN|GR","05.01.2020 18:00 - 05.01.2020 19:00 (CET)","n/e","1131","n/e","1860","n/e","0","n/e","n/e","n/e","133","","n/e","700","n/e","n/e","n/e","n/e","0","n/e","n/e","1592"
"BZN|GR","05.01.2020 19:00 - 05.01.2020 20:00 (CET)","n/e","1135","n/e","1845","n/e","0","n/e","n/e","n/e","116","","n/e","612","n/e","n/e","n/e","n/e","0","n/e","n/e","1614"
"BZN|GR","05.01.2020 20:00 - 05.01.2020 21:00 (CET)","n/e","1138","n/e","1895","n/e","0","n/e","n/e","n/e","32","","n/e","412","n/e","n/e","n/e","n/e","0","n/e","n/e","1570"
"BZN|GR","05.01.2020 21:00 - 05.01.2020 22:00 (CET)","n/e","1139","n/e","1689","n/e","0","n/e","n/e","n/e","0","","n/e","351","n/e","n/e","n/e","n/e","0","n/e","n/e","1506"
"BZN|GR","05.01.2020 22:00 - 05.01.2020 23:00 (CET)","n/e","1135","n/e","1494","n/e","0","n/e","n/e","n/e","0","","n/e","187","n/e","n/e","n/e","n/e","0","n/e","n/e","1494"
"BZN|GR","05.01.2020 23:00 - 06.01.2020 00:00 (CET)","n/e","1142","n/e","843","n/e","0","n/e","n/e","n/e","36","","n/e","358","n/e","n/e","n/e","n/e","0","n/e","n/e","1473"
"BZN|GR","06.01.2020 00:00 - 06.01.2020 01:00 (CET)","n/e","1180","n/e","604","n/e","0","n/e","n/e","n/e","20","","n/e","304","n/e","n/e","n/e","n/e","0","n/e","n/e","1389"
"BZN|GR","06.01.2020 01:00 - 06.01.2020 02:00 (CET)","n/e","1267","n/e","701","n/e","0","n/e","n/e","n/e","0","","n/e","248","n/e","n/e","n/e","n/e","0","n/e","n/e","1282"
"BZN|GR","06.01.2020 02:00 - 06.01.2020 03:00 (CET)","n/e","1430","n/e","705","n/e","0","n/e","n/e","n/e","0","","n/e","110","n/e","n/e","n/e","n/e","0","n/e","n/e","1225"
"BZN|GR","06.01.2020 03:00 - 06.01.2020 04:00 (CET)","n/e","1421","n/e","726","n/e","0","n/e","n/e","n/e","0","","n/e","169","n/e","n/e","n/e","n/e","0","n/e","n/e","1149"
"BZN|GR","06.01.2020 04:00 - 06.01.2020 05:00 (CET)","n/e","1470","n/e","731","n/e","0","n/e","n/e","n/e","0","","n/e","184","n/e","n/e","n/e","n/e","0","n/e","n/e","1102"
"BZN|GR","06.01.2020 05:00 - 06.01.2020 06:00 (CET)","n/e","1554","n/e","719","n/e","0","n/e","n/e","n/e","0","","n/e","190","n/e","n/e","n/e","n/e","0","n/e","n/e","1006"
"BZN|GR","06.01.2020 06:00 - 06.01.2020 07:00 (CET)","n/e","1568","n/e","755","n/e","0","n/e","n/e","n/e","0","","n/e","250","n/e","n/e","n/e","n/e","0","n/e","n/e","1011"
"BZN|GR","06.01.2020 07:00 - 06.01.2020 08:00 (CET)","n/e","1531","n/e","1044","n/e","0","n/e","n/e","n/e","0","","n/e","271","n/e","n/e","n/e","n/e","74","n/e","n/e","1010"
"BZN|GR","06.01.2020 08:00 - 06.01.2020 09:00 (CET)","n/e","1304","n/e","1328","n/e","0","n/e","n/e","n/e","0","","n/e","287","n/e","n/e","n/e","n/e","361","n/e","n/e","981"
"BZN|GR","06.01.2020 09:00 - 06.01.2020 10:00 (CET)","n/e","1268","n/e","1542","n/e","0","n/e","n/e","n/e","0","","n/e","252","n/e","n/e","n/e","n/e","698","n/e","n/e","977"
"BZN|GR","06.01.2020 10:00 - 06.01.2020 11:00 (CET)","n/e","1273","n/e","1770","n/e","0","n/e","n/e","n/e","0","","n/e","290","n/e","n/e","n/e","n/e","881","n/e","n/e","987"
"BZN|GR","06.01.2020 11:00 - 06.01.2020 12:00 (CET)","n/e","1365","n/e","2055","n/e","0","n/e","n/e","n/e","0","","n/e","308","n/e","n/e","n/e","n/e","931","n/e","n/e","971"
"BZN|GR","06.01.2020 12:00 - 06.01.2020 13:00 (CET)","n/e","1303","n/e","2118","n/e","0","n/e","n/e","n/e","0","","n/e","291","n/e","n/e","n/e","n/e","849","n/e","n/e","931"
"BZN|GR","06.01.2020 13:00 - 06.01.2020 14:00 (CET)","n/e","1224","n/e","1990","n/e","0","n/e","n/e","n/e","0","","n/e","294","n/e","n/e","n/e","n/e","666","n/e","n/e","941"
"BZN|GR","06.01.2020 14:00 - 06.01.2020 15:00 (CET)","n/e","1180","n/e","2344","n/e","0","n/e","n/e","n/e","0","","n/e","271","n/e","n/e","n/e","n/e","409","n/e","n/e","933"
"BZN|GR","06.01.2020 15:00 - 06.01.2020 16:00 (CET)","n/e","1207","n/e","2448","n/e","0","n/e","n/e","n/e","0","","n/e","321","n/e","n/e","n/e","n/e","128","n/e","n/e","947"
"BZN|GR","06.01.2020 16:00 - 06.01.2020 17:00 (CET)","n/e","1279","n/e","2496","n/e","0","n/e","n/e","n/e","2","","n/e","475","n/e","n/e","n/e","n/e","3","n/e","n/e","929"
"BZN|GR","06.01.2020 17:00 - 06.01.2020 18:00 (CET)","n/e","1409","n/e","2516","n/e","0","n/e","n/e","n/e","62","","n/e","709","n/e","n/e","n/e","n/e","0","n/e","n/e","931"
"BZN|GR","06.01.2020 18:00 - 06.01.2020 19:00 (CET)","n/e","1427","n/e","2397","n/e","0","n/e","n/e","n/e","201","","n/e","668","n/e","n/e","n/e","n/e","0","n/e","n/e","969"
"BZN|GR","06.01.2020 19:00 - 06.01.2020 20:00 (CET)","n/e","1357","n/e","2391","n/e","0","n/e","n/e","n/e","172","","n/e","731","n/e","n/e","n/e","n/e","0","n/e","n/e","963"
"BZN|GR","06.01.2020 20:00 - 06.01.2020 21:00 (CET)","n/e","1390","n/e","2401","n/e","0","n/e","n/e","n/e","29","","n/e","543","n/e","n/e","n/e","n/e","0","n/e","n/e","953"
"BZN|GR","06.01.2020 21:00 - 06.01.2020 22:00 (CET)","n/e","1404","n/e","2334","n/e","0","n/e","n/e","n/e","0","","n/e","294","n/e","n/e","n/e","n/e","0","n/e","n/e","908"
"BZN|GR","06.01.2020 22:00 - 06.01.2020 23:00 (CET)","n/e","1352","n/e","2075","n/e","0","n/e","n/e","n/e","0","","n/e","157","n/e","n/e","n/e","n/e","0","n/e","n/e","916"
"BZN|GR","06.01.2020 23:00 - 07.01.2020 00:00 (CET)","n/e","1295","n/e","1648","n/e","0","n/e","n/e","n/e","0","","n/e","95","n/e","n/e","n/e","n/e","0","n/e","n/e","867"
"BZN|GR","07.01.2020 00:00 - 07.01.2020 01:00 (CET)","n/e","1148","n/e","1576","n/e","0","n/e","n/e","n/e","0","","n/e","82","n/e","n/e","n/e","n/e","0","n/e","n/e","851"
"BZN|GR","07.01.2020 01:00 - 07.01.2020 02:00 (CET)","n/e","1191","n/e","1693","n/e","0","n/e","n/e","n/e","0","","n/e","1","n/e","n/e","n/e","n/e","0","n/e","n/e","768"
"BZN|GR","07.01.2020 02:00 - 07.01.2020 03:00 (CET)","n/e","1204","n/e","1577","n/e","0","n/e","n/e","n/e","0","","n/e","26","n/e","n/e","n/e","n/e","0","n/e","n/e","724"
"BZN|GR","07.01.2020 03:00 - 07.01.2020 04:00 (CET)","n/e","1131","n/e","1565","n/e","0","n/e","n/e","n/e","0","","n/e","30","n/e","n/e","n/e","n/e","0","n/e","n/e","678"
"BZN|GR","07.01.2020 04:00 - 07.01.2020 05:00 (CET)","n/e","1145","n/e","1384","n/e","0","n/e","n/e","n/e","0","","n/e","30","n/e","n/e","n/e","n/e","0","n/e","n/e","696"
"BZN|GR","07.01.2020 05:00 - 07.01.2020 06:00 (CET)","n/e","1221","n/e","1657","n/e","0","n/e","n/e","n/e","0","","n/e","59","n/e","n/e","n/e","n/e","0","n/e","n/e","715"
"BZN|GR","07.01.2020 06:00 - 07.01.2020 07:00 (CET)","n/e","1361","n/e","2026","n/e","0","n/e","n/e","n/e","0","","n/e","229","n/e","n/e","n/e","n/e","0","n/e","n/e","748"
"BZN|GR","07.01.2020 07:00 - 07.01.2020 08:00 (CET)","n/e","1417","n/e","2351","n/e","0","n/e","n/e","n/e","0","","n/e","468","n/e","n/e","n/e","n/e","112","n/e","n/e","858"
"BZN|GR","07.01.2020 08:00 - 07.01.2020 09:00 (CET)","n/e","1423","n/e","2744","n/e","0","n/e","n/e","n/e","0","","n/e","524","n/e","n/e","n/e","n/e","517","n/e","n/e","898"
"BZN|GR","07.01.2020 09:00 - 07.01.2020 10:00 (CET)","n/e","1529","n/e","2714","n/e","0","n/e","n/e","n/e","0","","n/e","421","n/e","n/e","n/e","n/e","923","n/e","n/e","918"
"BZN|GR","07.01.2020 10:00 - 07.01.2020 11:00 (CET)","n/e","1524","n/e","2655","n/e","0","n/e","n/e","n/e","0","","n/e","266","n/e","n/e","n/e","n/e","1174","n/e","n/e","881"
"BZN|GR","07.01.2020 11:00 - 07.01.2020 12:00 (CET)","n/e","1506","n/e","2670","n/e","0","n/e","n/e","n/e","0","","n/e","246","n/e","n/e","n/e","n/e","1296","n/e","n/e","872"
"BZN|GR","07.01.2020 12:00 - 07.01.2020 13:00 (CET)","n/e","1500","n/e","2754","n/e","0","n/e","n/e","n/e","0","","n/e","221","n/e","n/e","n/e","n/e","1250","n/e","n/e","825"
"BZN|GR","07.01.2020 13:00 - 07.01.2020 14:00 (CET)","n/e","1379","n/e","2798","n/e","0","n/e","n/e","n/e","0","","n/e","158","n/e","n/e","n/e","n/e","1050","n/e","n/e","810"
"BZN|GR","07.01.2020 14:00 - 07.01.2020 15:00 (CET)","n/e","1188","n/e","3091","n/e","0","n/e","n/e","n/e","0","","n/e","352","n/e","n/e","n/e","n/e","699","n/e","n/e","841"
"BZN|GR","07.01.2020 15:00 - 07.01.2020 16:00 (CET)","n/e","1300","n/e","3308","n/e","0","n/e","n/e","n/e","1","","n/e","446","n/e","n/e","n/e","n/e","225","n/e","n/e","883"
"BZN|GR","07.01.2020 16:00 - 07.01.2020 17:00 (CET)","n/e","1423","n/e","3265","n/e","0","n/e","n/e","n/e","66","","n/e","687","n/e","n/e","n/e","n/e","7","n/e","n/e","903"
"BZN|GR","07.01.2020 17:00 - 07.01.2020 18:00 (CET)","n/e","1427","n/e","3510","n/e","0","n/e","n/e","n/e","322","","n/e","941","n/e","n/e","n/e","n/e","0","n/e","n/e","965"
"BZN|GR","07.01.2020 18:00 - 07.01.2020 19:00 (CET)","n/e","1392","n/e","3501","n/e","0","n/e","n/e","n/e","286","","n/e","989","n/e","n/e","n/e","n/e","0","n/e","n/e","1034"
"BZN|GR","07.01.2020 19:00 - 07.01.2020 20:00 (CET)","n/e","1356","n/e","3441","n/e","0","n/e","n/e","n/e","204","","n/e","845","n/e","n/e","n/e","n/e","0","n/e","n/e","1101"
"BZN|GR","07.01.2020 20:00 - 07.01.2020 21:00 (CET)","n/e","1319","n/e","3117","n/e","0","n/e","n/e","n/e","6","","n/e","488","n/e","n/e","n/e","n/e","0","n/e","n/e","1178"
"BZN|GR","07.01.2020 21:00 - 07.01.2020 22:00 (CET)","n/e","1337","n/e","2687","n/e","0","n/e","n/e","n/e","0","","n/e","227","n/e","n/e","n/e","n/e","0","n/e","n/e","1171"
"BZN|GR","07.01.2020 22:00 - 07.01.2020 23:00 (CET)","n/e","1367","n/e","2376","n/e","0","n/e","n/e","n/e","0","","n/e","126","n/e","n/e","n/e","n/e","0","n/e","n/e","1167"
"BZN|GR","07.01.2020 23:00 - 08.01.2020 00:00 (CET)","n/e","1366","n/e","1753","n/e","0","n/e","n/e","n/e","0","","n/e","75","n/e","n/e","n/e","n/e","0","n/e","n/e","1112"
"BZN|GR","08.01.2020 00:00 - 08.01.2020 01:00 (CET)","n/e","1361","n/e","1457","n/e","0","n/e","n/e","n/e","0","","n/e","67","n/e","n/e","n/e","n/e","0","n/e","n/e","1101"
"BZN|GR","08.01.2020 01:00 - 08.01.2020 02:00 (CET)","n/e","1339","n/e","1470","n/e","0","n/e","n/e","n/e","0","","n/e","64","n/e","n/e","n/e","n/e","0","n/e","n/e","1062"
"BZN|GR","08.01.2020 02:00 - 08.01.2020 03:00 (CET)","n/e","1334","n/e","1499","n/e","0","n/e","n/e","n/e","0","","n/e","61","n/e","n/e","n/e","n/e","0","n/e","n/e","1018"
"BZN|GR","08.01.2020 03:00 - 08.01.2020 04:00 (CET)","n/e","1332","n/e","1462","n/e","0","n/e","n/e","n/e","0","","n/e","63","n/e","n/e","n/e","n/e","0","n/e","n/e","1017"
"BZN|GR","08.01.2020 04:00 - 08.01.2020 05:00 (CET)","n/e","1340","n/e","1437","n/e","0","n/e","n/e","n/e","0","","n/e","63","n/e","n/e","n/e","n/e","0","n/e","n/e","1038"
"BZN|GR","08.01.2020 05:00 - 08.01.2020 06:00 (CET)","n/e","1378","n/e","1581","n/e","0","n/e","n/e","n/e","0","","n/e","91","n/e","n/e","n/e","n/e","0","n/e","n/e","1095"
"BZN|GR","08.01.2020 06:00 - 08.01.2020 07:00 (CET)","n/e","1599","n/e","2207","n/e","0","n/e","n/e","n/e","0","","n/e","326","n/e","n/e","n/e","n/e","1","n/e","n/e","1129"
"BZN|GR","08.01.2020 07:00 - 08.01.2020 08:00 (CET)","n/e","1694","n/e","2513","n/e","0","n/e","n/e","n/e","0","","n/e","489","n/e","n/e","n/e","n/e","156","n/e","n/e","1203"
"BZN|GR","08.01.2020 08:00 - 08.01.2020 09:00 (CET)","n/e","1669","n/e","2835","n/e","0","n/e","n/e","n/e","0","","n/e","527","n/e","n/e","n/e","n/e","687","n/e","n/e","1218"
"BZN|GR","08.01.2020 09:00 - 08.01.2020 10:00 (CET)","n/e","1578","n/e","2727","n/e","0","n/e","n/e","n/e","0","","n/e","439","n/e","n/e","n/e","n/e","1157","n/e","n/e","1214"
"BZN|GR","08.01.2020 10:00 - 08.01.2020 11:00 (CET)","n/e","1424","n/e","2567","n/e","0","n/e","n/e","n/e","0","","n/e","273","n/e","n/e","n/e","n/e","1387","n/e","n/e","1230"
"BZN|GR","08.01.2020 11:00 - 08.01.2020 12:00 (CET)","n/e","1358","n/e","2583","n/e","0","n/e","n/e","n/e","0","","n/e","206","n/e","n/e","n/e","n/e","1426","n/e","n/e","1208"
"BZN|GR","08.01.2020 12:00 - 08.01.2020 13:00 (CET)","n/e","1375","n/e","2507","n/e","0","n/e","n/e","n/e","0","","n/e","193","n/e","n/e","n/e","n/e","1397","n/e","n/e","1234"
"BZN|GR","08.01.2020 13:00 - 08.01.2020 14:00 (CET)","n/e","1348","n/e","2600","n/e","0","n/e","n/e","n/e","0","","n/e","190","n/e","n/e","n/e","n/e","1192","n/e","n/e","1242"
"BZN|GR","08.01.2020 14:00 - 08.01.2020 15:00 (CET)","n/e","1376","n/e","3037","n/e","0","n/e","n/e","n/e","0","","n/e","295","n/e","n/e","n/e","n/e","824","n/e","n/e","1212"
"BZN|GR","08.01.2020 15:00 - 08.01.2020 16:00 (CET)","n/e","1551","n/e","3344","n/e","0","n/e","n/e","n/e","0","","n/e","410","n/e","n/e","n/e","n/e","269","n/e","n/e","1201"
"BZN|GR","08.01.2020 16:00 - 08.01.2020 17:00 (CET)","n/e","1675","n/e","3533","n/e","0","n/e","n/e","n/e","21","","n/e","710","n/e","n/e","n/e","n/e","8","n/e","n/e","1171"
"BZN|GR","08.01.2020 17:00 - 08.01.2020 18:00 (CET)","n/e","1755","n/e","3574","n/e","0","n/e","n/e","n/e","317","","n/e","1142","n/e","n/e","n/e","n/e","0","n/e","n/e","1246"
"BZN|GR","08.01.2020 18:00 - 08.01.2020 19:00 (CET)","n/e","1828","n/e","3512","n/e","0","n/e","n/e","n/e","348","","n/e","1273","n/e","n/e","n/e","n/e","0","n/e","n/e","1249"
"BZN|GR","08.01.2020 19:00 - 08.01.2020 20:00 (CET)","n/e","1899","n/e","3484","n/e","0","n/e","n/e","n/e","268","","n/e","1049","n/e","n/e","n/e","n/e","0","n/e","n/e","1240"
"BZN|GR","08.01.2020 20:00 - 08.01.2020 21:00 (CET)","n/e","1812","n/e","3392","n/e","0","n/e","n/e","n/e","11","","n/e","591","n/e","n/e","n/e","n/e","0","n/e","n/e","1265"
"BZN|GR","08.01.2020 21:00 - 08.01.2020 22:00 (CET)","n/e","1566","n/e","2920","n/e","0","n/e","n/e","n/e","0","","n/e","382","n/e","n/e","n/e","n/e","0","n/e","n/e","1284"
"BZN|GR","08.01.2020 22:00 - 08.01.2020 23:00 (CET)","n/e","1334","n/e","2401","n/e","0","n/e","n/e","n/e","0","","n/e","167","n/e","n/e","n/e","n/e","0","n/e","n/e","1335"
"BZN|GR","08.01.2020 23:00 - 09.01.2020 00:00 (CET)","n/e","1339","n/e","1744","n/e","0","n/e","n/e","n/e","0","","n/e","160","n/e","n/e","n/e","n/e","0","n/e","n/e","1319"
"BZN|GR","09.01.2020 00:00 - 09.01.2020 01:00 (CET)","n/e","1339","n/e","1197","n/e","0","n/e","n/e","n/e","0","","n/e","37","n/e","n/e","n/e","n/e","0","n/e","n/e","1275"
"BZN|GR","09.01.2020 01:00 - 09.01.2020 02:00 (CET)","n/e","1344","n/e","1168","n/e","0","n/e","n/e","n/e","0","","n/e","29","n/e","n/e","n/e","n/e","0","n/e","n/e","1230"
"BZN|GR","09.01.2020 02:00 - 09.01.2020 03:00 (CET)","n/e","1350","n/e","1223","n/e","0","n/e","n/e","n/e","0","","n/e","28","n/e","n/e","n/e","n/e","0","n/e","n/e","1167"
"BZN|GR","09.01.2020 03:00 - 09.01.2020 04:00 (CET)","n/e","1340","n/e","1325","n/e","0","n/e","n/e","n/e","0","","n/e","29","n/e","n/e","n/e","n/e","0","n/e","n/e","1109"
"BZN|GR","09.01.2020 04:00 - 09.01.2020 05:00 (CET)","n/e","1337","n/e","1346","n/e","0","n/e","n/e","n/e","0","","n/e","30","n/e","n/e","n/e","n/e","0","n/e","n/e","1053"
"BZN|GR","09.01.2020 05:00 - 09.01.2020 06:00 (CET)","n/e","1343","n/e","1828","n/e","0","n/e","n/e","n/e","0","","n/e","79","n/e","n/e","n/e","n/e","0","n/e","n/e","1021"
"BZN|GR","09.01.2020 06:00 - 09.01.2020 07:00 (CET)","n/e","1497","n/e","2726","n/e","0","n/e","n/e","n/e","0","","n/e","392","n/e","n/e","n/e","n/e","1","n/e","n/e","1026"
"BZN|GR","09.01.2020 07:00 - 09.01.2020 08:00 (CET)","n/e","1669","n/e","3355","n/e","0","n/e","n/e","n/e","0","","n/e","372","n/e","n/e","n/e","n/e","176","n/e","n/e","939"
"BZN|GR","09.01.2020 08:00 - 09.01.2020 09:00 (CET)","n/e","1659","n/e","3847","n/e","0","n/e","n/e","n/e","0","","n/e","400","n/e","n/e","n/e","n/e","716","n/e","n/e","855"
"BZN|GR","09.01.2020 09:00 - 09.01.2020 10:00 (CET)","n/e","1626","n/e","3785","n/e","0","n/e","n/e","n/e","0","","n/e","274","n/e","n/e","n/e","n/e","1181","n/e","n/e","835"
"BZN|GR","09.01.2020 10:00 - 09.01.2020 11:00 (CET)","n/e","1591","n/e","3625","n/e","0","n/e","n/e","n/e","0","","n/e","270","n/e","n/e","n/e","n/e","1434","n/e","n/e","797"
"BZN|GR","09.01.2020 11:00 - 09.01.2020 12:00 (CET)","n/e","1575","n/e","3623","n/e","0","n/e","n/e","n/e","0","","n/e","265","n/e","n/e","n/e","n/e","1526","n/e","n/e","728"
"BZN|GR","09.01.2020 12:00 - 09.01.2020 13:00 (CET)","n/e","1596","n/e","3463","n/e","0","n/e","n/e","n/e","0","","n/e","269","n/e","n/e","n/e","n/e","1471","n/e","n/e","718"
"BZN|GR","09.01.2020 13:00 - 09.01.2020 14:00 (CET)","n/e","1596","n/e","3523","n/e","0","n/e","n/e","n/e","0","","n/e","159","n/e","n/e","n/e","n/e","1290","n/e","n/e","625"
"BZN|GR","09.01.2020 14:00 - 09.01.2020 15:00 (CET)","n/e","1687","n/e","3549","n/e","0","n/e","n/e","n/e","0","","n/e","144","n/e","n/e","n/e","n/e","894","n/e","n/e","580"
"BZN|GR","09.01.2020 15:00 - 09.01.2020 16:00 (CET)","n/e","1798","n/e","3715","n/e","0","n/e","n/e","n/e","0","","n/e","275","n/e","n/e","n/e","n/e","306","n/e","n/e","548"
"BZN|GR","09.01.2020 16:00 - 09.01.2020 17:00 (CET)","n/e","1896","n/e","4040","n/e","0","n/e","n/e","n/e","4","","n/e","526","n/e","n/e","n/e","n/e","10","n/e","n/e","559"
"BZN|GR","09.01.2020 17:00 - 09.01.2020 18:00 (CET)","n/e","1978","n/e","4275","n/e","0","n/e","n/e","n/e","204","","n/e","868","n/e","n/e","n/e","n/e","0","n/e","n/e","501"
"BZN|GR","09.01.2020 18:00 - 09.01.2020 19:00 (CET)","n/e","1934","n/e","4224","n/e","0","n/e","n/e","n/e","247","","n/e","928","n/e","n/e","n/e","n/e","0","n/e","n/e","453"
"BZN|GR","09.01.2020 19:00 - 09.01.2020 20:00 (CET)","n/e","1916","n/e","4183","n/e","0","n/e","n/e","n/e","115","","n/e","1017","n/e","n/e","n/e","n/e","0","n/e","n/e","433"
"BZN|GR","09.01.2020 20:00 - 09.01.2020 21:00 (CET)","n/e","1888","n/e","4064","n/e","0","n/e","n/e","n/e","9","","n/e","672","n/e","n/e","n/e","n/e","0","n/e","n/e","390"
"BZN|GR","09.01.2020 21:00 - 09.01.2020 22:00 (CET)","n/e","1740","n/e","3532","n/e","0","n/e","n/e","n/e","0","","n/e","373","n/e","n/e","n/e","n/e","0","n/e","n/e","328"
"BZN|GR","09.01.2020 22:00 - 09.01.2020 23:00 (CET)","n/e","1714","n/e","3117","n/e","0","n/e","n/e","n/e","0","","n/e","252","n/e","n/e","n/e","n/e","0","n/e","n/e","292"
"BZN|GR","09.01.2020 23:00 - 10.01.2020 00:00 (CET)","n/e","1545","n/e","2725","n/e","0","n/e","n/e","n/e","0","","n/e","35","n/e","n/e","n/e","n/e","0","n/e","n/e","296"
"BZN|GR","10.01.2020 00:00 - 10.01.2020 01:00 (CET)","n/e","1498","n/e","2129","n/e","0","n/e","n/e","n/e","0","","n/e","8","n/e","n/e","n/e","n/e","0","n/e","n/e","245"
"BZN|GR","10.01.2020 01:00 - 10.01.2020 02:00 (CET)","n/e","1515","n/e","2075","n/e","0","n/e","n/e","n/e","0","","n/e","2","n/e","n/e","n/e","n/e","0","n/e","n/e","198"
"BZN|GR","10.01.2020 02:00 - 10.01.2020 03:00 (CET)","n/e","1517","n/e","1902","n/e","0","n/e","n/e","n/e","0","","n/e","2","n/e","n/e","n/e","n/e","0","n/e","n/e","194"
"BZN|GR","10.01.2020 03:00 - 10.01.2020 04:00 (CET)","n/e","1509","n/e","1860","n/e","0","n/e","n/e","n/e","0","","n/e","2","n/e","n/e","n/e","n/e","0","n/e","n/e","200"
"BZN|GR","10.01.2020 04:00 - 10.01.2020 05:00 (CET)","n/e","1499","n/e","2048","n/e","0","n/e","n/e","n/e","0","","n/e","2","n/e","n/e","n/e","n/e","0","n/e","n/e","178"
"BZN|GR","10.01.2020 05:00 - 10.01.2020 06:00 (CET)","n/e","1675","n/e","2471","n/e","0","n/e","n/e","n/e","0","","n/e","32","n/e","n/e","n/e","n/e","0","n/e","n/e","161"
"BZN|GR","10.01.2020 06:00 - 10.01.2020 07:00 (CET)","n/e","1927","n/e","3298","n/e","0","n/e","n/e","n/e","0","","n/e","197","n/e","n/e","n/e","n/e","2","n/e","n/e","135"
"BZN|GR","10.01.2020 07:00 - 10.01.2020 08:00 (CET)","n/e","2010","n/e","3610","n/e","0","n/e","n/e","n/e","0","","n/e","546","n/e","n/e","n/e","n/e","204","n/e","n/e","112"
"BZN|GR","10.01.2020 08:00 - 10.01.2020 09:00 (CET)","n/e","2018","n/e","3628","n/e","0","n/e","n/e","n/e","0","","n/e","473","n/e","n/e","n/e","n/e","782","n/e","n/e","105"
"BZN|GR","10.01.2020 09:00 - 10.01.2020 10:00 (CET)","n/e","1881","n/e","3638","n/e","0","n/e","n/e","n/e","0","","n/e","205","n/e","n/e","n/e","n/e","1263","n/e","n/e","77"
